22/02/2024
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
542850	GOBLIN INDIA LIMITED	138.18876
542851	Gensol Engineering Limited	378.72897
542852	Vishwaraj Sugar Industries Lim	1877.80000
542857	Greenpanel Industries Limited	1226.27395
542862	Shahlon Silk Industries Limite	893.02450
542864	MOUNT HOUSING AND INFRASTRUCTU	30.28700
542865	Anuroop Packaging Limited	106.63000
542866	COLAB CLOUD PLATFORMS LIMITED	102.00000
542867	CSB Bank Limited	1734.85827
542904	Ujjivan Small Finance Bank Lim	19579.28306
542905	Hindware Home Innovation Limit	722.96395
542906	Easun Capital Markets Limited	52.29209
542907	Prince Pipes and Fittings Limi	1105.61079
542910	Valencia Nutrition Limited	55.85341
542911	Assam Entrade Limited	14.39790
542918	Gian Life Care Limited	103.41524
542919	Artemis Medicare Services Limi	1358.27900
542920	SUMITOMO CHEMICAL INDIA LIMITE	4991.45736
542923	Tranway Technologies Limited	105.98800
542924	Janus Corporation Limited	133.91000
542931	Vardhan Capital & Finance Limi	43.48600
542932	Birla Tyres Limited	1425.90079
542933	UNIVERSUS PHOTO IMAGINGS LIMIT	109.46604
542934	Chandra Bhagat Pharma Limited	75.45056
542935	ICL Organic Dairy Products Lim	60.01696
542938	Octavius Plantations Limited	30.00000
543064	SUVEN PHARMACEUTICALS LIMITED	2545.64956
543065	SM Auto Stamping Limited	136.87832
543066	SBI CARDS AND PAYMENT SERVICES	9507.78319
543171	RO Jewels Limited	504.46335
543172	Cospower Engineering Limited	15.00000
543187	HITACHI ENERGY INDIA LIMITED	423.81675
543193	DJ Mediaprint & Logistics Limi	108.27840
543194	Nirmitee Robotics India Limite	36.01188
543207	Natural Biocon (India) Limited	113.72800
543208	REGIS INDUSTRIES LIMITED	162.07600
543209	Billwin Industries Limited	21.30724
543210	Aarti Surfactants Limited	75.84477
543211	BONLON INDUSTRIES LIMITED	141.83358
543212	Borosil Limited	1145.82095
543213	ROSSARI BIOTECH LIMITED	552.45966
543214	NDR Auto Components Limited	118.92652
543217	Mindspace Business Parks REIT	5930.18182
543218	SURATWWALA BUSINESS GROUP LIMI	173.41644
543220	Max Healthcare Institute Limit	9718.58408
543222	Trekkingtoes.com Limited	16.02312
543223	Max India Limited	431.70768
543225	Data Infrastructure Trust	26030.00000
543227	Happiest Minds Technologies Li	1522.74811
543228	Route Mobile Limited	627.88532
543229	Samrat Forgings Limited	50.00000
543230	Advait Infratech Limited	102.00000
543231	Archidply Decor Limited	55.66250
543232	Computer Age Management Servic	491.43119
543233	Chemcon Speciality Chemicals L	366.30701
543234	Secmark Consultancy Limited	103.82125
543235	ANGEL ONE LIMITED	839.56922
543236	Atam Valves Limited	105.48000
543237	Mazagon Dock Shipbuilders Limi	2016.90000
543238	UTI Asset Management Company L	1272.46934
543239	G M Polyplast Limited	134.59600
543240	Likhitha Infrastructure Limite	394.50000
543241	Veer Global Infraconstruction	162.43420
543242	Hemisphere Properties India Li	2850.00000
543243	Equitas Small Finance Bank Lim	11338.78088
543244	Shine Fashions (India) Limited	27.98000
543245	Gland Pharma Limited	1647.01923
543247	Net Pix Shorts Digital Media L	32.00060
543248	Restaurant Brands Asia Limited	4963.59636
543249	TARC LIMITED	2950.96335
543251	Ravinder Heights Limited	612.50746
543252	Fairchem Organics Limited	130.20902
543253	Mrs. Bectors Food Specialities	588.17474
543254	Antony Waste Handling Cell Lim	283.82100
543256	RITA FINANCE AND LEASING LIMIT	100.00000
543257	Indian Railway Finance Corpora	130685.06000
543258	Indigo Paints Limited	476.20987
543259	Home First Finance Company Ind	884.94469
543260	STOVE KRAFT LIMITED	330.51759
543261	Brookfield India Real Estate T	4390.85222
543262	MRP Agro Limited	100.35270
543263	SMC Global Securities Limited	1047.00000
543264	Nureca Limited	100.00175
543265	RailTel Corporation of India L	3209.38407
543266	Heranba Industries Limited	400.13467
543267	Davangere Sugar Company Limite	940.84462
543268	DRC Systems India Limited	441.55310
543269	Adjia Technologies Limited	8.80400
543270	MTAR Technologies Limited	307.59591
543271	Jubilant Ingrevia Limited	1592.81139
543272	Easy Trip Planners Limited	17720.40618
543273	Knowledge Marine & Engineering	108.01000
543274	SUUMAYA CORPORATION LIMITED	247.23024
543275	Anupam Rasayan India Limited	1097.23014
543276	Craftsman Automation Limited	211.28311
543277	Laxmi Organic Industries Limit	2753.35283
543278	Kalyan Jewellers India Limited	10300.53057
543279	Suryoday Small Finance Bank Li	1061.63548
543280	Nazara Technologies Limited	733.16948
543281	Suvidhaa Infoserve Limited	2074.48690
543282	Niks Technology Limited	4.00000
543283	BARBEQUE-NATION HOSPITALITY LI	390.70775
543284	EKI Energy Services Limited	275.23744
543285	Rajeshwari Cans Limited	52.46000
543286	Jetmall Spices and Masala Limi	59.92900
543287	Macrotech Developers Limited	9645.08249
543288	Deep Industries Limited	640.00000
543289	Kuberan Global Edu Solutions L	21.06536
543290	POWERGRID Infrastructure Inves	9099.99200
543297	Inox Wind Energy Limited	120.47573
543298	Vineet Laboratories Limited	92.19008
543299	Shyam Metalics and Energy Limi	2791.31853
543300	Sona BLW Precision Forgings Li	5864.41810
543305	Navoday Enterprises Limited	77.08000
543306	Dodla Dairy Limited	594.92735
543308	Krishna Institute of Medical S	800.27787
543309	Adeshwar Meditex Limited	144.31426
543310	Times Green Energy (India) Lim	16.64000
543311	India Pesticides Limited	1151.63508
543312	Focus Business Solution Limite	39.99600
543317	G R Infraprojects Limited	966.89010
543318	Clean Science and Technology L	1062.49398
543319	AA Plus Tradelink Limited	81.64800
543320	Zomato Limited	88197.83744
543321	Tatva Chintan Pharma Chem Limi	233.92055
543322	Glenmark Life Sciences Limited	1225.27172
543324	Gretex Corporate Services Limi	115.15545
543325	Rolex Rings Limited	272.33312
543327	Exxaro Tiles Limited	447.41070
543328	Krsnaa Diagnostics Limited	322.89763
543329	Windlas Biotech Limited	208.58219
543330	Devyani International Limited	12058.58878
543331	Meghmani Organics Limited	2543.14211
543332	Epigral Limited	415.50158
543333	CarTrade Tech Limited	468.50817
543334	Nuvoco Vistas Corporation Limi	3571.56153
543335	Aptus Value Housing Finance In	4989.24001
543336	Chemplast Sanmar Limited	1581.09574
543341	SHARPLINE BROADCAST LIMITED	167.77776
543346	Aashka Hospitals Limited	234.00000
543349	Ami Organics Limited	368.80562
543350	Vijaya Diagnostic Centre Limit	1023.45693
543351	Naapbooks Limited	30.06600
543352	PlatinumOne Business Services	15.82400
543358	Sansera Engineering Limited	535.85800
543363	Prevest Denpro Limited	120.03000
543364	Markolines Pavement Technologi	191.07520
543366	SBL Infratech Limited	8.11270
543367	Paras Defence and Space Techno	390.00061
543372	Getalong Enterprise Limited	20.00000
543373	Shri Venkatesh Refineries Limi	221.19328
543374	Aditya Birla Sun Life AMC Limi	2880.87802
543375	Promax Power Limited	125.00000
543376	Samor Reality Limited	215.00000
543377	Adishakti Loha and Ispat Limit	45.58000
543378	CWD Limited	36.11400
543384	FSN E-Commerce Ventures Limite	28553.31381
543385	National Highways Infra Trust	7264.05200
543386	Fino Payments Bank Limited	832.14302
543387	S.J.S. Enterprises Limited	310.37904
543389	Sigachi Industries Limited	3234.76900
543390	PB Fintech Limited	4512.03464
543391	Suyog Gurbaxani Funicular Rope	248.62222
543396	One 97 Communications Limited	6351.47469
543397	Sapphire Foods India Limited	637.01116
543398	Latent View Analytics Limited	2059.03951
543399	Tarsons Products Limited	532.06281
543400	Omnipotent Industries Limited	60.50000
543401	Go Fashion (India) Limited	540.08984
543410	DMR Hydroengineering & Infrast	37.93700
543411	HI-TECH PIPES LIMITED	1370.36000
543412	Star Health and Allied Insuran	5851.07072
543413	Tega Industries Limited	665.35492
543415	Anand Rathi Wealth Limited	418.28297
543416	Zodiac Energy Limited	146.33440
543417	RateGain Travel Technologies L	1178.15422
543419	Shriram Properties Limited	1700.48974
543420	Jet Freight Logistics Limited	464.03784
543425	C.E. Info Systems Limited	540.71986
543426	Metro Brands Limited	2718.88012
543427	Medplus Health Services Limite	1195.36952
543428	Data Patterns (India) Limited	559.83969
543433	HP Adhesives Limited	918.74735
543434	Supriya Lifescience Limited	804.82800
543435	CLARA INDUSTRIES LIMITED	41.34580
543436	Wherrelz IT Solutions Limited	3.89600
543439	Brandbucket Media & Technology	232.41232
543441	CMS Info Systems Limited	1566.89624
543442	Brand Concepts Limited	111.07800
543443	Ascensive Educare Limited	40.85116
543444	Fabino Life Sciences Limited	21.00000
543449	WONDER ELECTRICALS LIMITED	134.00800
543451	AGS TRANSACT TECHNOLOGIES LIMI	1214.03076
543453	ALKOSIGN LIMITED	71.95000
543458	Adani Wilmar Limited	12996.78605
543460	Quality RO Industries Limited	25.50000
543461	Safa Systems & Technologies Li	150.77550
543462	DEV INFORMATION TECHNOLOGY LIM	221.34140
543463	Vedant Fashions Limited	2428.55167
543464	Maruti Interior Products Limit	151.00000
543470	SoftTech Engineers Limited	101.56020
543475	Ekennis Software Service Limit	14.00000
543482	Eureka Forbes Limited	1933.91115
543489	Gateway Distriparks Limited	4996.43836
543490	GMR Power and Urban Infra Limi	6035.94528
543497	Bhatia Colour Chem Limited	122.33750
543498	Motherson Sumi Wiring India Li	44211.07932
543499	Achyut Healthcare Limited	140.17500
543500	Evoq Remedies Limited	136.00000
543512	Avro India Limited	100.87400
543513	Uma Exports Limited	338.09830
543514	Veranda Learning Solutions Lim	691.97546
543515	Sunrise Efficient Marketing Li	100.00000
543516	DHYAANI TILE AND MARBLEZ LIMIT	42.56000
543517	Hariom Pipe Industries Limited	276.18379
543518	Eighty Jewellers Limited	101.99241
543519	Shashwat Furnishing Solutions	20.88000
543520	Global Longlife Hospital and R	105.00000
543521	Fone4 Communications (India) L	170.50000
543522	Nanavati Ventures Limited	46.70000
543523	Campus Activewear Limited	3052.55771
543524	Rainbow Children's Medicare Li	1015.01687
543525	Silver Touch Technologies Limi	126.81000
543526	LIFE INSURANCE CORPORATION OF	63249.97701
543527	Prudent Corporate Advisory Ser	414.06680
543528	Venus Pipes & Tubes Limited	202.96110
543529	Delhivery Limited	7365.71753
543530	Paradeep Phosphates Limited	8147.39453
543531	Tierra Agrotech Limited	559.32378
543532	ETHOS LIMITED	244.80443
543533	eMudhra Limited	828.11707
543534	Aether Industries Limited	1325.50273
543535	We Win Limited	101.61000
543536	Silver Pearl Hospitality & Lux	78.53000
543537	Scarnose International Limited	31.50150
543538	Goel Food Products Limited	37.70400
543539	MODI’S NAVNIRMAN LIMITED	169.20000
543540	Pearl Green Clubs and Resorts	23.67500
543541	SAILANI TOURS N TRAVELS LIMITE	47.04000
543542	KESAR INDIA LIMITED	35.30400
543543	B-RIGHT REALESTATE LIMITED	103.31200
543544	JAYANT INFRATECH LIMITED	97.06686
543545	Veerkrupa Jewellers Limited	1310.52533
543546	HEALTHY LIFE AGRITEC LIMITED	220.12000
543547	DDEV PLASTIKS INDUSTRIES LIMIT	1034.76664
543573	Syrma SGS Technology Limited	1775.85081
543578	Olatech Solutions Limited	43.29000
543579	NATURO INDIABULL LIMITED	188.64715
543590	Rhetan TMT Limited	7968.75000
543591	DREAMFOLKS SERVICES LIMITED	530.25912
543593	Dhampur Bio Organics Limited	663.87590
543594	DIPNA PHARMACHEM LIMITED	119.70000
543595	EP BIOCOMPOSITES LIMITED	16.81500
543596	Tamilnad Mercantile Bank Limit	1583.51454
543597	Virtuoso Optoelectronics Limit	228.38656
543598	SHANTIDOOT INFRA SERVICES LIMI	17.98000
543599	Ksolves India Limited	118.56000
543600	Harsha Engineers International	910.44105
543606	CONTAINE TECHNOLOGIES LIMITED	62.44000
543613	MAFIA TRENDS LIMITED	44.33550
543614	Tips Films Limited	43.22886
543615	SILICON RENTAL SOLUTIONS LIMIT	102.72000
543616	Trident Lifeline Limited	114.99200
543617	REETECH INTERNATIONAL CARGO AN	42.27100
543618	Cargotrans Maritime Limited	40.80000
543619	Concord Control Systems Limite	59.82000
543620	INSOLATION ENERGY LIMITED	208.32000
543621	Cargosol Logistics Limited	102.00000
543622	STEELMAN TELECOM LIMITED	96.76200
543623	VEDANT ASSET LIMITED	27.61600
543624	MAAGH ADVERTISING AND MARKETIN	2250.12500
543625	SecUR Credentials Limited	410.62760
543626	Electronics Mart India Limited	3847.48762
543635	PIRAMAL PHARMA LIMITED	13229.48130
543636	Dc Infotech and Communication	120.00000
543637	PACE E-COMMERCE VENTURES LIMIT	225.33510
543638	Tracxn Technologies Limited	1033.73797
543643	Narmada Agrobase Limited	135.48714
543644	InfoBeans Technologies Limited	242.98430
543645	HINDPRAKASH INDUSTRIES LIMITED	104.24110
543650	DCX Systems Limited	1113.86427
543651	DAPS ADVERTISING LIMITED	51.74900
543652	Fusion Micro Finance Limited	1010.23885
543653	Bikaji Foods International Lim	2503.82180
543654	Global Health Limited	2684.27382
543655	Anzen India Energy Yield Plus	1580.00000
543656	Technopack Polymers Limited	54.00000
543657	Archean Chemical Industries Li	1233.96969
543663	Five-Star Business Finance Ltd	2922.81630
543664	KAYNES TECHNOLOGY INDIA LIMITE	639.18073
543667	INOX GREEN ENERGY SERVICES LIM	2936.06000
543668	B&B Triplewall Containers Limi	205.11240
543669	Keystone Realtors Limited	1138.88198
543670	VINNY OVERSEAS LIMITED	2326.23311
543671	AAA TECHNOLOGIES LIMITED	128.26800
543678	AMBO AGRITEC LIMITED	93.95160
543686	Sirca Paints India Limited	548.08800
543687	Dharmaj Crop Guard Limited	337.97296
543688	Sarveshwar Foods Limited	9788.16000
543689	Uniparts India Limited	451.33758
543709	PNGS GARGI FASHION JEWELLERY L	96.28003
543711	Sula Vineyards Limited	843.99629
543712	Abans Holdings Limited	501.45950
543713	Droneacharya Aerial Innovation	239.88600
543714	LANDMARK CARS LIMITED	411.89026
543715	Indiabulls Enterprises Limited	1983.36997
543720	KFin Technologies Limited	1707.06654
543725	Elin Electronics Limited	496.59220
543732	Radiant Cash Management Servic	1067.07906
543737	Aveer Foods Limited	40.28252
543743	Sah Polymers Limited	257.96000
543744	Rex Sealing and Packing Indust	22.20000
543745	SVS VENTURES LIMITED	213.49619
543746	Eastern Logica Infoway Limited	28.50669
543747	Kamdhenu Ventures Limited	628.71000
543748	Aarti Pharmalabs Limited	906.26008
543753	DHARNI CAPITAL SERVICES LIMITE	203.70000
543754	TRANSVOY LOGISTICS INDIA LIMIT	26.63040
543765	Earthstahl & Alloys Limited	122.40000
543766	Ashika Credit Capital Ltd.	118.80000
543767	BODHI TREE MULTIMEDIA LIMITED	124.96000
543768	NMDC Steel Limited	29306.05850
543769	INDONG TEA COMPANY LIMITED	150.01048
543782	Sealmatic India Limited	90.50000
543787	Macfos Limited	88.35424
543798	Patron Exim Limited	231.80000
543799	S.V.J.ENTERPRISES LIMITED	55.71000
543804	AMANAYA VENTURES LIMITED	37.39000
543805	RESGEN LIMITED	209.75000
543806	ITCONS E-Solutions Limited	50.28726
543811	AIRAN LIMITED	1250.20000
543812	DIVGI TORQTRANSFER SYSTEMS LIM	305.82927
543814	Prospect Commodities Limited	40.90500
543828	SUDARSHAN PHARMA INDUSTRIES LI	240.65887
543829	Global Surfaces Limited	423.81818
543830	LABELKRAFT TECHNOLOGIES LIMITE	32.44000
543831	Bright Outdoor Media Limited	139.28780
543843	Command Polymers Limited	93.76700
543848	Dev Labtech Venture Limited	82.71139
543859	Digital Fibre Infrastructure T	19494.66821
543860	J.A. Finance Limited	106.48733
543861	Udayshivakumar infra Limited	553.57142
543874	Maiden Forgings Limited	142.12000
543895	Exhicon Events Media Solutions	118.75500
543896	Avalon Technologies Limited	656.51569
543897	Sancode Technologies Limited	40.68867
543898	BEML Land Assets Limited	416.44500
543899	Cube Highways Trust	12903.46112
543901	ROBUST HOTELS LIMITED	172.91696
543902	Retina Paints Limited	139.40000
543904	Mankind Pharma Limited	4005.88440
543905	INNOKAIZ INDIA LIMITED	102.23600
543910	AVG Logistics Limited	117.75271
543911	Atal Realtech Limited	740.10000
543912	Power & Instrumentation (Gujar	124.43900
543913	Nexus Select Trust	15150.00000
543914	Swati Projects Limited	101.00000
543915	Pavna Industries Limited	121.80800
543916	Hemant Surgical Industries Lim	104.40000
543917	SIGMA SOLVE LIMITED	102.77498
543918	GHCL Textiles Limited	955.85786
543919	M.K.Proteins Limited	1251.24000
543920	CFF FLUID CONTROL LIMITED	194.74100
543921	Comrade Appliances Limited	75.28795
543923	IKIO Lighting Limited	772.80701
543924	Sonalis Consumer Products Limi	19.99000
543925	Indian Highway Concessions Tru	3521.70000
543926	Bizotic Commercial Limited	80.40000
543927	Asian Warehousing Limited	34.87200
543928	Cosmic CRF Limited	69.22000
543929	HMA Agro Industries Limited	5007.69770
543930	URAVI T AND WEDGE LAMPS LIMITE	110.00000
543931	VEEFIN SOLUTIONS LIMITED	211.87460
543932	IDEAFORGE TECHNOLOGY LIMITED	428.85322
543933	Cyient DLM Limited	793.06124
543934	Machhar Industries Limited	7.40866
543936	Senco Gold Limited	776.87470
543937	ALPHALOGIC INDUSTRIES LIMITED	101.89200
543938	ACCELERATEBS INDIA LIMITED	21.48800
543939	Kaka Industries Limited	136.60000
543940	Jio Financial Services Limited	63532.84188
543941	AHASOLAR TECHNOLOGIES LIMITED	30.82288
543942	UTKARSH SMALL FINANCE BANK LIM	10985.33985
543943	ASARFI HOSPITAL LIMITED	196.77300
543945	NETWEB TECHNOLOGIES INDIA LIMI	560.64980
543950	YATHARTH HOSPITAL & TRAUMA CAR	858.50233
543951	Innovatus Entertainment Networ	39.58000
543952	NIIT Learning Systems Limited	1353.45290
543953	Khazanchi Jewellers Limited	247.46900
543954	Allcargo Terminals Limited	2456.95524
543955	Transindia Real Estate Limited	2456.95524
543957	REDTAPE Limited	1382.01900
543958	VL E-Governance & IT Solutions	1059.51329
543959	SBFC Finance Limited	10713.76643
543960	Concord Biotech Limited	1046.16204
543962	D.P. WIRES LIMITED	155.00444
543963	SHELTER PHARMA LIMITED	115.59792
543965	TVS Supply Chain Solutions Lim	4399.71367
543969	Pyramid Technoplast Limited	367.84800
543970	Shoora Designs Limited	14.98662
543971	Bondada Engineering Limited	216.02059
543972	Aeroflex Industries Limited	1293.20370
543974	VISHNU PRAKASH R PUNGLIA LIMIT	1246.44000
543976	Shradha AI Technologies Limite	243.80968
543977	Rishabh Instruments Limited	381.25678
543978	Ratnaveer Precision Engineerin	484.99040
543979	Kahan Packaging Limited	27.20000
543980	Jupiter Life Line Hospitals Li	655.66022
543981	R R KABEL LIMITED	1128.18761
543982	Meson Valves India Limited	101.60062
543983	EMS LIMITED	555.30807
543984	Samhi Hotels Limited	2180.35326
543985	ZAGGLE PREPAID OCEAN SERVICES	1220.96758
543986	South West Pinnacle Exploratio	279.02400
